Open,High,Low,Close,Adj Close,Volume
345.01001,348.670013,330.070007,330.929993,330.929993,6885600
326.980011,335.220001,322.970001,335.119995,335.119995,5092800
332.390015,337.75,329.290009,333.350006,333.350006,3823800
333.75,336.369995,327.0299990000001,328.200012,328.200012,4285700
325.440002,332.5,321.73999,332.299988,332.299988,5007300
332.859985,333.299988,326.269989,329.100006,329.100006,3566200
324.100006,328.48999,322.369995,327.170013,327.170013,5506800
328.609985,347.209991,326.5,345.51001,345.51001,8264000
328.609985,347.209991,326.5,341.839996,341.839996,5965800
336.76001,339.809998,323.929993,326.630005,326.630005,7967400
329.380005,332.850006,321.100006,325.600006,325.600006,6564800
322.929993,327.399994,319.070007,321.350006,321.350006,6117300
316.5,320.75,309.670013,313.559998,313.559998,7484300
314.869995,316.25,308.76001,310.549988,310.549988,4764300
310.25,322.440002,310.190002,316.5299990000001,316.5299990000001,5958400
313.890015,318.820007,308.179993,309.100006,309.100006,4939800
311.25,311.25,300.450012,301.540009,301.540009,6654900
307.339996,307.589996,291.359985,304.179993,304.179993,8375200
304.0,304.269989,277.179993,279.179993,279.179993,13872000
264.579987,268.679993,252.100006,257.77999900000003,257.77999900000003,21001400
256.48999,270.959991,248.210007,266.130005,266.130005,15170700
256.26001,260.329987,244.589996,252.479996,252.479996,16114000
269.820007,273.350006,254.490005,267.52999900000003,267.52999900000003,18844400
252.77999900000003,288.369995,252.0,286.940002,286.940002,19896700
289.339996,306.26001,288.200012,305.720001,305.720001,19121100
301.0,309.2799990000001,295.5,299.299988,299.299988,13520300
300.369995,309.5,289.209991,289.660004,289.660004,10249800
298.970001,307.100006,293.679993,304.700012,304.700012,10989800
300.73999,308.980011,299.660004,300.929993,300.929993,7482900
302.320007,303.950012,293.679993,294.079987,294.079987,7608800
303.600006,303.950012,295.980011,300.339996,300.339996,7327200
299.0,299.660004,289.01001,291.209991,291.209991,6338500
288.869995,292.170013,282.51001,287.690002,287.690002,7000000
291.079987,300.23999,288.160004,293.350006,293.350006,6557700
291.079987,301.01001,288.549988,300.079987,300.079987,6090600
295.170013,299.980011,289.75,290.23999,290.23999,5627900
291.290009,291.619995,282.329987,283.369995,283.369995,4893400
285.0,287.089996,278.459991,283.459991,283.459991,5685300
283.5,285.160004,277.25,280.690002,280.690002,4013600
278.75,285.790009,276.5,285.480011,285.480011,4356000
285.369995,294.470001,283.829987,294.079987,294.079987,4364600
293.609985,298.730011,292.5,293.899994,293.899994,4228200
293.51001,300.820007,293.220001,299.920013,299.920013,4625600
298.570007,306.850006,297.7799990000001,301.149994,301.149994,8970400
278.790009,288.040009,275.230011,284.450012,284.450012,17352100
283.0,296.859985,279.519989,294.089996,294.089996,8569400
297.5,305.959991,295.170013,302.769989,302.769989,8678200
300.799988,307.75,299.0,301.970001,301.970001,5930000
300.410004,307.01001,300.049988,306.850006,306.850006,5727400
307.5,312.98999,304.109985,305.019989,305.019989,5651600
307.700012,308.880005,299.079987,301.059998,301.059998,4679600
303.320007,304.940002,291.619995,291.970001,291.970001,7286800
285.01001,286.959991,280.5,284.179993,284.179993,9519200
283.829987,288.809998,281.559998,286.480011,286.480011,5674000
285.899994,289.190002,283.970001,284.540009,284.540009,4420600
284.649994,284.649994,274.0,276.820007,276.820007,7251900
281.329987,291.48999,281.299988,284.48999,284.48999,9182600
287.76001,288.0,273.420013,275.01001,275.01001,8945800
277.76001,279.910004,274.0,279.070007,279.070007,5953100
278.399994,281.109985,274.890015,277.850006,277.850006,4176700
277.630005,279.640015,275.609985,278.850006,278.850006,3875100
278.51001,286.5,276.149994,283.76001,283.76001,5666600
283.290009,295.01001,281.600006,291.720001,291.720001,7489700
287.209991,290.369995,282.929993,284.730011,284.730011,5919700
285.859985,291.950012,283.839996,291.820007,291.820007,5424400
294.339996,299.0,293.549988,296.73999,296.73999,4797800
297.700012,297.799988,286.73999,291.130005,291.130005,5995200
300.5,322.170013,297.480011,319.5,319.5,18767300
316.149994,330.0,313.579987,316.089996,316.089996,14345300
319.0,324.480011,317.149994,317.660004,317.660004,8205200
322.51001,334.660004,322.5,332.100006,332.100006,13183500
344.700012,354.970001,338.0,342.769989,342.769989,22347400
346.709991,347.200012,339.799988,344.7799990000001,344.7799990000001,9469800
347.630005,358.75,346.600006,357.720001,357.720001,10981000
353.839996,364.670013,351.25,358.170013,358.170013,10848300
355.399994,373.730011,354.5,370.829987,370.829987,12073200
365.160004,370.0,346.25,352.549988,352.549988,12761900
358.040009,364.380005,352.0,362.220001,362.220001,8383700
362.0,366.209991,346.269989,347.51001,347.51001,7967100
351.540009,352.25,332.0,333.630005,333.630005,10266100
330.119995,338.470001,327.5,333.01001,333.01001,6931300
336.049988,343.549988,325.799988,342.0,342.0,7452500
345.0,350.790009,339.5,344.5,344.5,8333700
348.660004,357.019989,346.109985,349.929993,349.929993,8398000
353.329987,353.859985,342.410004,342.950012,342.950012,6492400
360.070007,364.779999,329.850006,335.070007,335.070007,18759800
331.75,332.48999,309.690002,310.859985,310.859985,12282600
313.76001,314.390015,296.220001,309.160004,309.160004,17476400
304.950012,312.070007,302.0,308.899994,308.899994,8865500
311.98999,318.519989,308.0,318.51001,318.51001,7596800
324.559998,327.679993,319.200012,322.470001,322.470001,9471500
315.799988,321.940002,315.070007,318.959991,318.959991,4884100
321.429993,323.230011,312.769989,316.709991,316.709991,5721200
315.579987,319.579987,309.25,318.869995,318.869995,5869800
311.709991,315.160004,306.25,310.100006,310.100006,7818700
308.809998,324.73999,308.5,322.690002,322.690002,6996200
325.0,325.5,316.25,323.850006,323.850006,5624200
316.329987,323.540009,314.01001,320.230011,320.230011,5915300
321.230011,323.23999,311.709991,313.579987,313.579987,5162200
301.839996,305.5,292.859985,303.200012,303.200012,10992900
304.420013,307.720001,292.549988,297.429993,297.429993,9590800
296.73999,309.619995,294.5,308.73999,308.73999,7075400
304.850006,310.700012,303.640015,306.649994,306.649994,4630500
307.25,307.690002,295.339996,297.179993,297.179993,5703300
295.899994,296.100006,286.130005,290.170013,290.170013,6814100
292.25,298.320007,289.070007,298.140015,298.140015,5076900
297.98999,303.0,293.0,300.839996,300.839996,10129400
328.440002,349.98999,323.160004,349.540009,349.540009,23215000
347.809998,355.0,342.5299990000001,348.170013,348.170013,13656500
345.459991,354.980011,341.820007,341.98999,341.98999,8564300
343.839996,387.459991,339.149994,379.570007,379.570007,30875800
369.089996,382.640015,367.119995,370.339996,370.339996,24571200
365.549988,367.01001,345.730011,352.450012,352.450012,17103700
354.0,360.0,346.0,355.48999,355.48999,11552000
361.130005,363.190002,349.019989,356.410004,356.410004,10450200
358.450012,359.200012,347.100006,347.640015,347.640015,6986400
341.910004,344.48999,332.140015,338.690002,338.690002,9101300
339.910004,342.2799990000001,333.820007,335.450012,335.450012,6064000
323.5,326.769989,303.5299990000001,305.5,305.5,18958600
291.700012,308.5,288.200012,308.440002,308.440002,17402300
310.609985,324.790009,309.0,321.899994,321.899994,13172200
320.869995,323.880005,314.670013,321.640015,321.640015,5946000
319.140015,327.320007,318.100006,320.100006,320.100006,5147300
320.700012,323.850006,319.399994,322.820007,322.820007,3602600
318.0,322.440002,308.809998,319.269989,319.269989,13079300
318.410004,318.880005,311.190002,311.859985,311.859985,7649100
310.269989,311.850006,303.690002,305.01001,305.01001,7447400
302.26001,304.600006,297.720001,303.149994,303.149994,7216700
302.0,305.309998,298.600006,301.660004,301.660004,5375100
296.940002,298.190002,288.0,288.950012,288.950012,8350500
285.049988,286.7799990000001,277.179993,280.73999,280.73999,7720800
284.799988,291.170013,278.880005,280.950012,280.950012,7480800
260.100006,268.350006,252.25,263.23999,263.23999,22491900
273.26001,286.0299990000001,271.0,285.5,285.5,14283500
279.470001,282.0,273.549988,279.440002,279.440002,9170000
281.440002,292.5,278.649994,290.540009,290.540009,10015400
288.019989,295.0,285.179993,289.459991,289.459991,6340300
288.76001,297.329987,286.519989,295.200012,295.200012,6765600
290.040009,300.869995,288.130005,294.839996,294.839996,6887600
296.690002,302.640015,275.5,284.959991,284.959991,16547500
280.51001,300.0,280.5,299.019989,299.019989,8294900
303.559998,305.980011,293.329987,298.329987,298.329987,7349400
297.700012,300.579987,295.369995,299.100006,299.100006,5050500
298.480011,303.0,293.579987,299.679993,299.679993,4843000
300.0,304.600006,296.5,300.98999,300.98999,4481700
301.910004,313.890015,301.109985,309.579987,309.579987,7843200
312.899994,314.959991,306.910004,307.519989,307.519989,8509100
270.26001,278.0,260.559998,264.769989,264.769989,33649700
305.769989,311.440002,301.049988,310.700012,310.700012,21777600
313.950012,316.839996,299.149994,301.019989,301.019989,11743500
303.329987,304.600006,291.570007,294.799988,294.799988,7995000
293.950012,294.0,277.670013,281.829987,281.829987,9814200
274.649994,274.880005,260.0,261.950012,261.950012,17944500
264.519989,267.76001,249.0,250.559998,250.559998,13472700
255.25,266.769989,253.300003,262.799988,262.799988,12060600
264.609985,265.51001,247.770004,256.880005,256.880005,12815300
257.52999900000003,262.25,249.02999900000003,252.229996,252.229996,8167700
261.0,261.98999,252.00999500000003,258.77999900000003,258.77999900000003,7201400
259.059998,263.27999900000003,254.539993,259.589996,259.589996,6200000
265.700012,277.380005,262.23999,276.589996,276.589996,9526400
282.399994,282.700012,265.799988,271.77999900000003,271.77999900000003,8655500
269.290009,271.0,263.0,263.910004,263.910004,5421200
267.390015,269.660004,253.5,260.0,260.0,9375500
260.679993,261.859985,252.589996,260.950012,260.950012,5600300
263.869995,297.929993,262.100006,294.140015,294.140015,19027800
301.049988,304.440002,285.730011,288.5,288.5,20058300
317.220001,321.0,301.01001,314.859985,314.859985,20840700
308.25,339.899994,306.649994,330.899994,330.899994,27425500
337.470001,347.160004,326.5,334.850006,334.850006,14486000
328.390015,337.899994,322.26001,329.899994,329.899994,9126700
332.540009,342.0,329.100006,337.320007,337.320007,7624300
338.26001,347.839996,334.730011,344.2799990000001,344.2799990000001,8000100
343.73999,349.200012,340.910004,346.410004,346.410004,7808000
340.5,343.959991,330.140015,341.399994,341.399994,7831000
339.070007,348.799988,336.089996,341.059998,341.059998,6762900
343.339996,351.179993,340.799988,348.160004,348.160004,7374500
348.5,357.579987,348.440002,351.399994,351.399994,7090700
349.0,354.0,345.230011,350.51001,350.51001,5098800
348.369995,349.7799990000001,330.339996,331.2799990000001,331.2799990000001,6941500
333.160004,344.700012,332.200012,338.730011,338.730011,5448600
342.700012,347.109985,337.149994,344.0,344.0,5040300
342.329987,348.579987,339.040009,348.440002,348.440002,4625700
345.190002,355.700012,345.119995,354.309998,354.309998,7206200
356.339996,366.75,352.880005,353.470001,353.470001,9708900
341.75,349.799988,333.549988,347.48999,347.48999,8004700
352.0,353.100006,337.399994,338.190002,338.190002,4686800
334.350006,337.5,325.549988,325.829987,325.829987,4202600
325.0,346.220001,325.0,346.0,346.0,7992100
340.049988,346.959991,335.5,343.920013,343.920013,6358300
345.98999,348.2799990000001,342.209991,347.869995,347.869995,4127600
347.0,347.5,339.549988,341.170013,341.170013,3080700
341.829987,351.600006,338.26001,350.480011,350.480011,5629100
360.0,366.0,352.0,358.48999,358.48999,8306500
356.049988,368.679993,352.0,359.700012,359.700012,8461900
356.01001,367.380005,350.76001,363.059998,363.059998,7842500
369.0,379.48999,357.649994,357.970001,357.970001,11511200
360.0,365.980011,353.119995,365.149994,365.149994,6613500
369.910004,372.170013,360.230011,366.76001,366.76001,6308800
369.420013,371.910004,365.160004,366.600006,366.600006,5027000
370.149994,377.440002,366.75,376.790009,376.790009,7365900
375.0,377.869995,364.329987,365.709991,365.709991,6337600
362.0,365.700012,343.880005,348.420013,348.420013,7674000
350.540009,351.549988,333.690002,337.0299990000001,337.0299990000001,7100000
337.600006,347.01001,329.73999,332.970001,332.970001,8274200
327.049988,330.290009,311.869995,315.380005,315.380005,9071900
317.399994,323.470001,312.440002,319.769989,319.769989,8016800
313.5,314.5,295.200012,295.390015,295.390015,5559900
300.0,326.970001,294.089996,326.089996,326.089996,8163100
319.839996,322.170013,301.5,316.130005,316.130005,8575100
323.100006,336.23999,318.410004,333.869995,333.869995,9939000
337.790009,339.209991,325.26001,332.799988,332.799988,6302300
306.100006,315.130005,298.799988,310.119995,310.119995,11658600
307.0,309.399994,297.380005,300.359985,300.359985,6965200
306.0,318.0,302.730011,317.690002,317.690002,7394100
321.720001,336.73999,317.75,334.959991,334.959991,7551200
341.959991,344.01001,327.019989,335.350006,335.350006,7008500
335.5,343.5,331.470001,338.5299990000001,338.5299990000001,5432900
334.399994,345.390015,331.790009,344.970001,344.970001,6056400
342.089996,348.410004,338.769989,347.26001,347.26001,5039100
342.380005,342.5,334.0,334.399994,334.399994,5247300
335.0,348.799988,334.5,344.429993,344.429993,6056600
344.7799990000001,352.0,343.5,346.049988,346.049988,4691700
346.209991,351.5,344.149994,347.309998,347.309998,3676700
323.0,327.130005,299.730011,302.26001,302.26001,24150800
304.820007,308.0,295.5,298.920013,298.920013,12066700
292.5,294.5,281.690002,287.589996,287.589996,12530000
283.0299990000001,293.679993,279.27999900000003,291.51001,291.51001,8012200
294.390015,298.519989,289.549988,297.040009,297.040009,7249600
292.910004,297.459991,287.75,296.380005,296.380005,6423300
295.269989,298.559998,291.799988,297.459991,297.459991,4621700
300.450012,309.0,298.48999,308.769989,308.769989,11250300
301.0,311.559998,294.0,307.019989,307.019989,12569200
305.420013,316.100006,303.5,312.209991,312.209991,7283400
312.980011,315.299988,301.880005,312.890015,312.890015,7352100
312.48999,322.440002,312.25,321.350006,321.350006,6742800
319.589996,324.23999,315.619995,317.220001,317.220001,5038500
313.299988,314.700012,303.0,307.51001,307.51001,6520600
306.829987,307.450012,298.5,305.799988,305.799988,5844200
311.600006,318.600006,310.5,312.839996,312.839996,7129700
316.200012,318.190002,309.619995,311.809998,311.809998,5517600
312.350006,312.75,305.570007,308.170013,308.170013,5141600
303.380005,306.769989,301.0,303.769989,303.769989,5200800
304.5,308.0,303.899994,307.880005,307.880005,3904900
306.559998,311.540009,305.470001,305.640015,305.640015,4168400
304.410004,306.299988,299.0,302.559998,302.559998,7142100
301.809998,303.23999,290.5,291.230011,291.230011,8909200
294.48999,296.5,292.100006,294.709991,294.709991,5740600
297.910004,302.899994,297.0,298.769989,298.769989,6626500
292.220001,302.01001,288.769989,297.859985,297.859985,8582500
301.7799990000001,316.299988,300.549988,314.73999,314.73999,11183900
318.920013,320.0,310.809998,319.880005,319.880005,10520700
306.940002,307.130005,291.899994,294.790009,294.790009,22911400
298.119995,299.0,282.7799990000001,285.359985,285.359985,17096800
282.0,284.0,270.100006,276.540009,276.540009,18764700
276.480011,281.51001,274.390015,276.23999,276.23999,10335500
278.839996,284.700012,274.25,276.589996,276.589996,9442500
276.910004,285.589996,275.890015,284.140015,284.140015,8819600
283.519989,291.2799990000001,280.5,290.920013,290.920013,7392300
286.48999,288.070007,281.059998,283.359985,283.359985,7504100
283.899994,291.98999,282.700012,288.959991,288.959991,6844700
292.450012,295.390015,288.290009,289.959991,289.959991,7103400
283.51001,283.720001,274.399994,275.429993,275.429993,14785500
276.0,278.049988,267.299988,269.48999,269.48999,10281000
267.5,273.299988,263.459991,267.470001,267.470001,11800600
269.690002,274.970001,266.299988,273.600006,273.600006,6908200
272.600006,276.450012,268.450012,274.019989,274.019989,5947100
272.579987,272.799988,264.0,264.52999900000003,264.52999900000003,8745600
